year;month;day;hours;minutes;seconds;milliseconds;elapsed_s;distance_m;strength
2026;3;17;10;58;48;576;10.523;1.4738;9.74
2026;3;17;10;58;48;681;10.628;1.4444;8.15
2026;3;17;10;58;48;776;10.724;1.4194;7.93
2026;3;17;10;58;48;876;10.823;1.4013;9.01
2026;3;17;10;58;48;977;10.924;1.3874;10.66
2026;3;17;10;58;49;84;11.031;1.3827;11.07
2026;3;17;10;58;49;177;11.124;1.3812;11.37
2026;3;17;10;58;49;269;11.216;1.3823;12.32
2026;3;17;10;58;49;384;11.331;1.3842;12.26
2026;3;17;10;58;49;478;11.425;1.3878;13.39
2026;3;17;10;58;49;583;11.531;1.3930;13.28
2026;3;17;10;58;49;678;11.625;1.3965;13.40
2026;3;17;10;58;49;782;11.729;1.4012;13.53
2026;3;17;10;58;49;892;11.840;1.4079;13.63
2026;3;17;10;58;49;977;11.924;1.4146;13.61
2026;3;17;10;58;50;78;12.025;1.4233;14.99
2026;3;17;10;58;50;179;12.126;1.4360;14.62
2026;3;17;10;58;50;293;12.240;1.4545;14.32
2026;3;17;10;58;50;377;12.325;1.4787;15.69
2026;3;17;10;58;50;476;12.424;1.5081;16.39
2026;3;17;10;58;50;586;12.533;1.5411;16.56
2026;3;17;10;58;50;675;12.622;1.5758;18.26
2026;3;17;10;58;50;779;12.726;1.6113;17.52
2026;3;17;10;58;50;875;12.823;1.6413;19.24
2026;3;17;10;58;50;988;12.935;1.6649;19.45
2026;3;17;10;58;51;76;13.023;1.6822;18.79
2026;3;17;10;58;51;177;13.124;1.6973;19.12
2026;3;17;10;58;51;285;13.232;1.7038;19.31
2026;3;17;10;58;51;377;13.325;1.7087;18.49
2026;3;17;10;58;51;481;13.429;1.7142;17.90
2026;3;17;10;58;51;582;13.529;1.7186;18.46
2026;3;17;10;58;51;678;13.625;1.7189;18.68
2026;3;17;10;58;52;476;14.424;1.7214;18.86
2026;3;17;10;58;52;585;14.533;1.7234;18.29
2026;3;17;10;58;52;686;14.633;1.7245;18.03
2026;3;17;10;58;52;787;14.734;1.7258;18.69
2026;3;17;10;58;52;877;14.825;1.7287;18.13
2026;3;17;10;58;52;978;14.926;1.7296;18.14
2026;3;17;10;58;53;92;15.040;1.7303;18.05
2026;3;17;10;58;53;182;15.129;1.7303;17.56
2026;3;17;10;58;53;294;15.242;1.7296;17.76
2026;3;17;10;58;53;383;15.331;1.7272;17.78
2026;3;17;10;58;53;480;15.427;1.7249;17.40
2026;3;17;10;58;53;581;15.529;1.7244;17.66
2026;3;17;10;58;53;684;15.631;1.7230;17.53
2026;3;17;10;58;53;790;15.737;1.7224;17.49
2026;3;17;10;58;53;881;15.828;1.7234;17.96
2026;3;17;10;58;53;985;15.932;1.7250;17.68
2026;3;17;10;58;54;101;16.048;1.7248;17.30
2026;3;17;10;58;54;192;16.139;1.7247;17.55
2026;3;17;10;58;54;280;16.228;1.7232;17.45
2026;3;17;10;58;54;376;16.324;1.7226;17.66
2026;3;17;10;58;54;480;16.428;1.7229;17.38
2026;3;17;10;58;54;581;16.529;1.7223;17.66
2026;3;17;10;58;54;693;16.640;1.7225;17.20
2026;3;17;10;58;54;795;16.743;1.7251;17.52
2026;3;17;10;58;54;893;16.840;1.7233;17.43
2026;3;17;10;58;54;993;16.941;1.7228;17.57
2026;3;17;10;58;55;91;17.039;1.7228;17.17
2026;3;17;10;58;55;194;17.141;1.7239;17.57
2026;3;17;10;58;55;284;17.232;1.7231;16.97
2026;3;17;10;58;55;385;17.332;1.7252;17.22
2026;3;17;10;58;55;485;17.432;1.7250;15.88
2026;3;17;10;58;58;602;20.550;1.7264;17.12
2026;3;17;10;58;58;700;20.647;1.7258;17.86
2026;3;17;10;58;58;807;20.755;1.7276;18.24
2026;3;17;10;58;58;899;20.846;1.7280;18.26
2026;3;17;10;58;58;997;20.945;1.7241;17.20
2026;3;17;10;58;59;96;21.043;1.7128;16.82
2026;3;17;10;58;59;193;21.141;1.6924;16.40
2026;3;17;10;58;59;293;21.240;1.6584;12.76
2026;3;17;10;58;59;385;21.333;1.6168;11.21
2026;3;17;10;58;59;485;21.432;1.5685;9.73
2026;3;17;10;58;59;591;21.539;1.5178;6.95
2026;3;17;10;59;0;689;22.637;1.4492;5.64
2026;3;17;10;59;0;790;22.738;1.4052;9.69
2026;3;17;10;59;0;887;22.835;1.3836;12.20
2026;3;17;10;59;0;987;22.934;1.3829;5.99
2026;3;17;10;59;1;86;23.033;1.4092;11.43
2026;3;17;10;59;1;195;23.142;1.4778;17.09
2026;3;17;10;59;1;299;23.247;1.5441;16.46
2026;3;17;10;59;1;395;23.342;1.6007;14.96
2026;3;17;10;59;1;496;23.443;1.6511;16.34
2026;3;17;10;59;1;586;23.533;1.6847;17.23
2026;3;17;10;59;1;690;23.637;1.7026;16.16
2026;3;17;10;59;1;787;23.735;1.7108;15.97
2026;3;17;10;59;1;896;23.843;1.7145;15.80
2026;3;17;10;59;2;2;23.950;1.7153;16.17
2026;3;17;10;59;2;93;24.040;1.7146;16.99
2026;3;17;10;59;2;194;24.141;1.7165;17.34
2026;3;17;10;59;2;294;24.241;1.7170;17.67
2026;3;17;10;59;2;396;24.343;1.7183;17.55
2026;3;17;10;59;2;495;24.442;1.7194;17.52
2026;3;17;10;59;2;594;24.542;1.7201;17.44
2026;3;17;10;59;2;698;24.646;1.7201;17.28
2026;3;17;10;59;2;796;24.743;1.7214;17.63
2026;3;17;10;59;2;901;24.848;1.7226;17.50
2026;3;17;10;59;2;995;24.942;1.7226;17.63
2026;3;17;10;59;3;102;25.050;1.7233;17.49
2026;3;17;10;59;3;211;25.158;1.7238;17.71
2026;3;17;10;59;3;301;25.249;1.7222;17.67
2026;3;17;10;59;3;402;25.349;1.7219;17.62
2026;3;17;10;59;3;501;25.448;1.7221;17.61
2026;3;17;10;59;3;598;25.545;1.7217;17.53
2026;3;17;10;59;3;689;25.637;1.7214;17.63
2026;3;17;10;59;3;794;25.741;1.7220;17.43
2026;3;17;10;59;3;907;25.854;1.7221;17.72
2026;3;17;10;59;3;996;25.943;1.7214;17.49
2026;3;17;10;59;4;95;26.042;1.7210;17.35
2026;3;17;10;59;4;202;26.149;1.7214;17.66
2026;3;17;10;59;4;302;26.249;1.7211;17.31
2026;3;17;10;59;4;394;26.342;1.7195;17.89
2026;3;17;10;59;4;501;26.448;1.7195;17.64
2026;3;17;10;59;4;596;26.543;1.7204;17.67
2026;3;17;10;59;4;694;26.642;1.7200;17.60
2026;3;17;10;59;4;796;26.744;1.7198;17.73
2026;3;17;10;59;4;894;26.842;1.7208;17.67
2026;3;17;10;59;4;995;26.942;1.7203;17.42
2026;3;17;10;59;5;95;27.042;1.7193;17.49
2026;3;17;10;59;5;205;27.152;1.7196;17.44
2026;3;17;10;59;5;295;27.243;1.7201;17.68
2026;3;17;10;59;5;392;27.340;1.7199;17.53
2026;3;17;10;59;5;502;27.450;1.7212;17.52
2026;3;17;10;59;5;594;27.542;1.7215;17.64
2026;3;17;10;59;5;704;27.651;1.7214;17.58
2026;3;17;10;59;5;805;27.753;1.7213;16.98
2026;3;17;10;59;5;895;27.842;1.7212;17.42
2026;3;17;10;59;5;998;27.946;1.7206;17.50
2026;3;17;10;59;6;94;28.041;1.7196;17.23
2026;3;17;10;59;6;193;28.140;1.7200;17.59
2026;3;17;10;59;6;297;28.244;1.7190;17.32
2026;3;17;10;59;6;395;28.343;1.7194;17.19
2026;3;17;10;59;6;510;28.457;1.7200;17.16
2026;3;17;10;59;6;602;28.549;1.7195;17.43
2026;3;17;10;59;6;697;28.644;1.7187;17.19
2026;3;17;10;59;6;803;28.750;1.7202;17.33
2026;3;17;10;59;6;895;28.842;1.7206;17.19
2026;3;17;10;59;6;999;28.946;1.7204;17.42
2026;3;17;11;0;3;820;0.016;1.7189;19.40
2026;3;17;11;0;3;921;0.118;1.7179;19.37
2026;3;17;11;0;4;34;0.231;1.7185;19.43
2026;3;17;11;0;4;118;0.314;1.7191;19.52
2026;3;17;11;0;4;219;0.416;1.7192;19.48
2026;3;17;11;0;4;333;0.530;1.7191;19.44
2026;3;17;11;0;4;436;0.633;1.7190;19.44
2026;3;17;11;0;4;534;0.731;1.7190;19.42
2026;3;17;11;0;4;629;0.825;1.7188;19.32
2026;3;17;11;0;4;719;0.916;1.7188;19.39
2026;3;17;11;0;4;825;1.022;1.7187;19.39
2026;3;17;11;0;4;933;1.130;1.7190;19.42
2026;3;17;11;0;5;35;1.231;1.7193;19.41
2026;3;17;11;0;5;134;1.331;1.7190;19.43
2026;3;17;11;0;5;220;1.416;1.7191;19.99
2026;3;17;11;0;5;333;1.529;1.7208;20.45
2026;3;17;11;0;5;434;1.630;1.7224;20.09
2026;3;17;11;0;5;542;1.738;1.7210;20.13
2026;3;17;11;0;5;620;1.816;1.7135;17.31
2026;3;17;11;0;5;734;1.930;1.7015;11.50
2026;3;17;11;0;5;824;2.021;1.6879;14.33
2026;3;17;11;0;5;923;2.119;1.6732;15.16
2026;3;17;11;0;6;34;2.231;1.6595;18.18
2026;3;17;11;0;6;138;2.334;1.6498;19.40
2026;3;17;11;0;6;231;2.427;1.6363;17.74
2026;3;17;11;0;6;327;2.523;1.6146;16.11
2026;3;17;11;0;6;432;2.629;1.5859;14.09
2026;3;17;11;0;6;522;2.718;1.5530;12.09
2026;3;17;11;0;6;620;2.816;1.5202;10.63
2026;3;17;11;0;6;725;2.922;1.4898;8.36
2026;3;17;11;0;7;339;3.536;1.4701;5.28
2026;3;17;11;0;7;436;3.632;1.4652;8.78
2026;3;17;11;0;7;528;3.724;1.4772;16.00
2026;3;17;11;0;7;639;3.836;1.4982;17.78
2026;3;17;11;0;7;737;3.933;1.5301;18.31
2026;3;17;11;0;7;827;4.023;1.5639;18.93
2026;3;17;11;0;7;936;4.132;1.5941;18.14
2026;3;17;11;0;8;28;4.225;1.6169;18.13
2026;3;17;11;0;8;121;4.317;1.6372;19.14
2026;3;17;11;0;8;232;4.429;1.6551;19.37
2026;3;17;11;0;8;333;4.529;1.6710;19.64
2026;3;17;11;0;8;426;4.622;1.6851;19.51
2026;3;17;11;0;8;540;4.737;1.6961;19.34
2026;3;17;11;0;8;630;4.826;1.7045;18.74
2026;3;17;11;0;8;731;4.927;1.7099;18.43
2026;3;17;11;0;8;831;5.027;1.7135;17.68
2026;3;17;11;0;8;931;5.127;1.7163;17.86
2026;3;17;11;0;9;41;5.237;1.7187;18.13
2026;3;17;11;0;9;138;5.334;1.7183;17.79
2026;3;17;11;0;9;237;5.434;1.7187;17.24
2026;3;17;11;0;9;332;5.528;1.7196;18.17
2026;3;17;11;0;9;439;5.636;1.7195;17.94
2026;3;17;11;0;9;532;5.728;1.7191;17.79
2026;3;17;11;0;9;633;5.829;1.7204;18.03
2026;3;17;11;0;9;735;5.931;1.7208;17.92
2026;3;17;11;0;9;834;6.030;1.7210;18.09
2026;3;17;11;0;9;933;6.129;1.7209;17.95
2026;3;17;11;0;10;42;6.239;1.7212;17.97
2026;3;17;11;0;10;131;6.328;1.7210;17.96
2026;3;17;11;0;10;234;6.431;1.7211;17.98
2026;3;17;11;0;10;335;6.531;1.7208;18.02
2026;3;17;11;0;10;435;6.631;1.7213;17.98
2026;3;17;11;0;10;539;6.735;1.7218;17.85
2026;3;17;11;0;10;635;6.831;1.7215;17.85
2026;3;17;11;0;10;735;6.932;1.7212;18.01
2026;3;17;11;0;10;836;7.033;1.7214;17.98
